,dockcount,duration,speed,trip_num,circle_per_not_circle,Start Station,Customer_per_Subscriber
53,15,10.402855230872184,0.1821019424998776,4483,0.027739569005043558,Townsend at 7th,0.1289347771342231
54,19,13.395428571428571,0.17978664123079652,3500,0.032448377581120944,South Van Ness at Market,0.16627790736421194
55,27,15.358268844941245,0.18311787087513695,3489,0.05090361445783133,Market at 10th,0.28177810433504774
56,19,14.547039740470398,0.1405303675535928,2466,0.03787878787878788,Yerba Buena Center of the Arts (3rd @ Howard),0.32723358449946177
57,23,10.738613462313584,0.16421679303743367,4962,0.015554645927138764,San Francisco Caltrain 2 (330 Townsend),0.11230665770006724
58,19,12.268924709243011,0.15627476369911997,9802,0.012080536912751677,San Francisco Caltrain (Townsend at 4th),0.10494870927742081
59,19,21.964791288566243,0.13618560766159649,2755,0.0637065637065637,Powell at Post (Union Square),0.6017441860465116
60,23,14.476867151354924,0.15435848193900978,3026,0.03346994535519126,Civic Center BART (7th at Market),0.25873544093178036
61,15,16.874874371859296,0.15262461942513958,3980,0.03808033385498174,Grant Avenue at Columbus Avenue,0.2768687840872634
62,23,13.278950604632097,0.1563161775483159,4879,0.029107783168107994,Steuart at Market,0.25070494744937194
63,19,14.369328174463595,0.13286190591758004,2843,0.028581765557163533,Mechanics Plaza (Market at Battery),0.276032315978456
64,19,17.43199677614346,0.14376370700647328,4963,0.039154103852596316,Market at 4th,0.3627127951674904
65,27,13.175840978593271,0.14603498619311148,5886,0.021697621940635306,Market at Sansome,0.18981200727713765
66,15,17.652173913043477,0.11002191411985109,23,,San Jose Government Center,0.9166666666666666
67,15,12.895522388059701,0.1680719739654381,201,0.03076923076923077,Broadway St at Battery St,0.11049723756906077
68,15,7.333333333333333,0.1453498134674376,3,,Mezes Park,2.0
